date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:45:11	2647/2647	---M-Z	200	added ('OK')	text/html	etag:%226bc106e-a57-55e70a52b9c00-gzip%22	https://patwari.org/bd/AkshayatrateeyaBichali2012/AkshayatrateeyaBichali2012.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/AkshayatrateeyaBichali2012/AkshayatrateeyaBichali2012.html	(from https://patwari.org/bd/topic.html)
13:45:11	25173/25173	---M-Z	200	added ('OK')	text/html	etag:%226bc1062-6255-55e7073d15500-gzip%22	https://patwari.org/bd/AradhanaRayaraDarshana.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/AradhanaRayaraDarshana.html	(from https://patwari.org/bd/topic.html)
13:45:12	30406/30406	---M-Z	200	added ('OK')	text/html	etag:%226bc104c-76c6-62b9423ba507d-gzip%22	https://patwari.org/bd/guidedtour.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/guidedtour.html	(from https://patwari.org/bd/topic.html)
13:45:12	22725/22725	---M-Z	200	added ('OK')	text/html	etag:%226bc122c-58c5-62b9423bf7104-gzip%22	https://patwari.org/bd/Aradhana/AradhanaVideo.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/AradhanaVideo.html	(from https://patwari.org/bd/topic.html)
13:45:12	25578/25578	---M-Z	200	added ('OK')	text/html	etag:%226bc0f16-63ea-62b9423b5f72f-gzip%22	https://patwari.org/bd/pushkar/PushkarVideo.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/pushkar/PushkarVideo.html	(from https://patwari.org/bd/topic.html)
13:45:12	22631/22631	---M-Z	200	added ('OK')	text/html	etag:%226bc12d1-5867-62b9423c02c85-gzip%22	https://patwari.org/bd/flood/BichaliFloodvdeo.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/flood/BichaliFloodvdeo.html	(from https://patwari.org/bd/topic.html)
13:45:13	41726/41726	---M-Z	200	added ('OK')	text/html	etag:%226bc0f13-a2fe-55e7097390d80-gzip%22	https://patwari.org/bd/b1.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b1.html	(from https://patwari.org/bd/topic.html)
13:45:13	46293/46293	---M-Z	200	added ('OK')	text/html	etag:%226bc1264-b4d5-55e70a2c94200-gzip%22	https://patwari.org/bd/b2.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b2.html	(from https://patwari.org/bd/topic.html)
13:45:13	31660/31660	---M-Z	200	added ('OK')	text/html	etag:%226bc1063-7bac-55e70a11e0300-gzip%22	https://patwari.org/bd/b3.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b3.html	(from https://patwari.org/bd/topic.html)
13:45:14	30698/30698	---M-Z	200	added ('OK')	text/html	etag:%226bc1251-77ea-55e708a77ac00-gzip%22	https://patwari.org/bd/b4.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b4.html	(from https://patwari.org/bd/topic.html)
13:45:14	37176/37176	---M-Z	200	added ('OK')	text/html	etag:%226bc1250-9138-55e70734800c0-gzip%22	https://patwari.org/bd/b5.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b5.html	(from https://patwari.org/bd/topic.html)
13:45:14	31265/31265	---M-Z	200	added ('OK')	text/html	etag:%226bc132b-7a21-55e7088249440-gzip%22	https://patwari.org/bd/b6.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b6.html	(from https://patwari.org/bd/topic.html)
13:45:14	31666/31666	---M-Z	200	added ('OK')	text/html	etag:%226bc107c-7bb2-55e7085c23a40-gzip%22	https://patwari.org/bd/b7.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b7.html	(from https://patwari.org/bd/topic.html)
13:45:15	40477/40477	---M-Z	200	added ('OK')	text/html	etag:%226bc1331-9e1d-55e709cb4dc80-gzip%22	https://patwari.org/bd/b8.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b8.html	(from https://patwari.org/bd/topic.html)
13:45:16	32517/32517	---M-Z	200	added ('OK')	text/html	etag:%226bc125f-7f05-55e709681f280-gzip%22	https://patwari.org/bd/b9.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b9.html	(from https://patwari.org/bd/topic.html)
13:45:16	30842/30842	---M-Z	200	added ('OK')	text/html	etag:%226bc125c-787a-55e70a1a75740-gzip%22	https://patwari.org/bd/b10.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b10.html	(from https://patwari.org/bd/topic.html)
13:45:16	36398/36398	---M-Z	200	added ('OK')	text/html	etag:%226bc1075-8e2e-55e7096afb940-gzip%22	https://patwari.org/bd/b11.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b11.html	(from https://patwari.org/bd/topic.html)
13:45:17	34407/34407	---M-Z	200	added ('OK')	text/html	etag:%226bc1247-8667-55e708b8a5480-gzip%22	https://patwari.org/bd/b12.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/b12.html	(from https://patwari.org/bd/topic.html)
13:45:17	9108/9108	---M-Z	200	added ('OK')	text/html	etag:%226bc106f-2394-55e707131f200-gzip%22	https://patwari.org/bd/RarePictures.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/RarePictures.html	(from https://patwari.org/bd/topic.html)
13:45:17	57928/57928	---M-Z	200	added ('OK')	text/html	etag:%226bc0fe5-e248-62b9423b854aa-gzip%22	https://patwari.org/bd/pushkar/PushkarPictures.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/pushkar/PushkarPictures.html	(from https://patwari.org/bd/topic.html)
13:45:18	34017/34017	---M-Z	200	added ('OK')	text/html	etag:%226bc11d3-84e1-62b9423be1942-gzip%22	https://patwari.org/bd/Aradhana/AradhanaPictures.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/AradhanaPictures.html	(from https://patwari.org/bd/topic.html)
13:45:18	8528/8528	---M-Z	200	added ('OK')	text/html	etag:%226bc10c7-2150-55e70a42835c0-gzip%22	https://patwari.org/bd/RayaruMudra/RayaruMudra.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/RayaruMudra/RayaruMudra.html	(from https://patwari.org/bd/topic.html)
13:45:18	25124/25124	---M-Z	200	added ('OK')	text/html	etag:%226bc12e8-6224-62b9423c0d096-gzip%22	https://patwari.org/bd/flood/pics/Thumbnails.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/flood/pics/Thumbnails.html	(from https://patwari.org/bd/topic.html)
13:45:18	9033/9033	---M-Z	200	added ('OK')	text/html	etag:%226bc10df-2349-55e70a5966bc0-gzip%22	https://patwari.org/bd/lakshaPuspaarchana/LakshaPuspaarchana.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/lakshaPuspaarchana/LakshaPuspaarchana.html	(from https://patwari.org/bd/topic.html)
13:45:19	36140/36140	---M-Z	200	added ('OK')	text/html	etag:%226bc107f-8d2c-55e708027e6c0-gzip%22	https://patwari.org/bd/RayaraKavacha/Rayarukavacha.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/RayaraKavacha/Rayarukavacha.html	(from https://patwari.org/bd/topic.html)
13:45:19	29626/29626	---M-Z	200	added ('OK')	text/html	etag:%226bc12d2-73ba-62b9423c04fae-gzip%22	https://patwari.org/bd/flood/Bichali_after_flood.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/flood/Bichali_after_flood.html	(from https://patwari.org/bd/topic.html)
13:45:20	38014/38014	---M-Z	200	added ('OK')	text/html	etag:%226bc1153-947e-62b9423bbc397-gzip%22	https://patwari.org/bd/Aradhana/Elegance%20and%20the%20grandeur%20of%20Aradhana%20at%20%20Bhikshaalaya.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/Elegance%20and%20the%20grandeur%20of%20Aradhana%20at%20%20Bhikshaalaya.html	(from https://patwari.org/bd/topic.html)
13:45:20	19191/19191	---M-Z	200	added ('OK')	text/html	etag:%226bc0ff5-4af7-62b9423b8a2cb-gzip%22	https://patwari.org/bd/pushkar/Elegance%20and%20the%20grandeur%20of%20Pushkara%20at%20%20Bhikshaalaya.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/pushkar/Elegance%20and%20the%20grandeur%20of%20Pushkara%20at%20%20Bhikshaalaya.html	(from https://patwari.org/bd/topic.html)
13:45:21	0/0	---M--	200	added ('OK')	text/html	etag:%226bc129c-0-5bafd2b452fc0%22	https://patwari.org/bd/Pictures.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Pictures.html	(from https://patwari.org/bd/topic.html)
13:45:21	10930/10930	---M-Z	200	added ('OK')	text/html	etag:%226bc10ac-2ab2-55e70aaa76b00-gzip%22	https://patwari.org/bd/howtovisit.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/howtovisit.html	(from https://patwari.org/bd/topic.html)
13:45:21	18935/18935	---M-Z	200	added ('OK')	text/html	etag:%226bc0f11-49f7-55e707a414800-gzip%22	https://patwari.org/bd/sevas.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/sevas.html	(from https://patwari.org/bd/topic.html)
13:45:22	299/299	---M-Z	200	added ('OK')	application/xml	etag:%226bc1060-12b-55e70ab7d0a80-gzip%22	https://patwari.org/bd/overview_files/filelist.xml	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/overview_files/filelist.xml	(from https://patwari.org/bd/overview.html)
13:45:22	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2008:16:56%20GMT	https://patwari.org/bd/overview_files/editdata.mso	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/overview_files/editdata.mso	(from https://patwari.org/bd/overview.html)
13:45:22	3086/3086	---M--	200	added ('OK')	application/vnd.ms-officetheme	etag:%226bc1059-c0e-55e708b9996c0%22	https://patwari.org/bd/overview_files/themedata.thmx	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/overview_files/themedata.thmx	(from https://patwari.org/bd/overview.html)
13:45:22	313/313	---M-Z	200	added ('OK')	application/xml	etag:%226bc105f-139-55e706ea1d140-gzip%22	https://patwari.org/bd/overview_files/colorschememapping.xml	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/overview_files/colorschememapping.xml	(from https://patwari.org/bd/overview.html)
13:45:23	24238/24238	---M--	200	added ('OK')	image/jpeg	etag:%226bc1058-5eae-55e70b8b87e00%22	https://patwari.org/bd/overview_files/image002.jpg	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/overview_files/image002.jpg	(from https://patwari.org/bd/overview.html)
13:45:23	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2008:16:57%20GMT	https://patwari.org/bd/events/Phalimaru.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/events/Phalimaru.html	(from https://patwari.org/bd/overview.html)
13:45:23	4261/4261	---M--	200	added ('OK')	image/gif	etag:%226bc18bc-10a5-55e706fe24080%22	https://patwari.org/images/for-indexpage/image006.gif	C:/My%20Web%20Sites/BICHALI/patwari.org/images/for-indexpage/image006.gif	(from https://patwari.org/bd/overview.html)
13:45:23	5069/5069	---M-Z	200	added ('OK')	text/html	etag:%226bc1297-13cd-55e70985af840-gzip%22	https://patwari.org/bd/bichali-aradhana-344/344%20Aradhana%20of%20Sri%20RaghavendraTeertharu%20at%20Bichali.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/bichali-aradhana-344/344%20Aradhana%20of%20Sri%20RaghavendraTeertharu%20at%20Bichali.html	(from https://patwari.org/bd/overview.html)
13:45:24	19113/19113	---M--	200	added ('OK')	image/jpeg	etag:%226bc105e-4aa9-55e70757c9400%22	https://patwari.org/bd/overview_files/image003.jpg	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/overview_files/image003.jpg	(from https://patwari.org/bd/overview.html)
13:45:24	530/530	---M--	200	added ('OK')	image/gif	etag:%226bc0dd5-212-55e70a9e10dc0%22	https://patwari.org/index_files/image001.gif	C:/My%20Web%20Sites/BICHALI/patwari.org/index_files/image001.gif	(from https://patwari.org/bd/AkshayatrateeyaBichali2012/AkshayatrateeyaBichali2012.html)
13:45:24	251/251	---M-Z	200	added ('OK')	application/xml	etag:%226bc1329-fb-55e708a1c1e80-gzip%22	https://patwari.org/bd/AradhanaRayaraDarshana_files/filelist.xml	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/AradhanaRayaraDarshana_files/filelist.xml	(from https://patwari.org/bd/AradhanaRayaraDarshana.html)
13:45:25	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2008:16:59%20GMT	https://patwari.org/bd/AradhanaRayaraDarshana_files/editdata.mso	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/AradhanaRayaraDarshana_files/editdata.mso	(from https://patwari.org/bd/AradhanaRayaraDarshana.html)
13:45:25	3081/3081	---M--	200	added ('OK')	application/vnd.ms-officetheme	etag:%226bc1326-c09-55e7095418340%22	https://patwari.org/bd/AradhanaRayaraDarshana_files/themedata.thmx	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/AradhanaRayaraDarshana_files/themedata.thmx	(from https://patwari.org/bd/AradhanaRayaraDarshana.html)
13:45:25	313/313	---M-Z	200	added ('OK')	application/xml	etag:%226bc1328-139-55e7098b685c0-gzip%22	https://patwari.org/bd/AradhanaRayaraDarshana_files/colorschememapping.xml	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/AradhanaRayaraDarshana_files/colorschememapping.xml	(from https://patwari.org/bd/AradhanaRayaraDarshana.html)
13:45:25	1304370/1304370	---M--	200	added ('OK')	image/jpeg	etag:%226bc106b-13e732-55e707281a380%22	https://patwari.org/bd/AkshayatrateeyaBichali2012/AkshayatrateeyaBichali.jpg	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/AkshayatrateeyaBichali2012/AkshayatrateeyaBichali.jpg	(from https://patwari.org/bd/AkshayatrateeyaBichali2012/AkshayatrateeyaBichali2012.html)
13:45:25	5623/5623	---M--	200	added ('OK')	image/gif	etag:%226bc1327-15f7-55e70b7a5d580%22	https://patwari.org/bd/AradhanaRayaraDarshana_files/image002.gif	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/AradhanaRayaraDarshana_files/image002.gif	(from https://patwari.org/bd/AradhanaRayaraDarshana.html)
13:45:27	847/847	---M-Z	200	added ('OK')	application/xml	etag:%226bc107b-34f-55e7094b82f00-gzip%22	https://patwari.org/bd/guidedtour_files/filelist.xml	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/guidedtour_files/filelist.xml	(from https://patwari.org/bd/guidedtour.html)
13:45:27	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2008:17:02%20GMT	https://patwari.org/bd/guidedtour_files/editdata.mso	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/guidedtour_files/editdata.mso	(from https://patwari.org/bd/guidedtour.html)
13:45:28	1385/1385	---M--	200	added ('OK')	image/gif	etag:%226bc1078-569-55e708d912100%22	https://patwari.org/bd/guidedtour_files/image002.gif	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/guidedtour_files/image002.gif	(from https://patwari.org/bd/guidedtour.html)
13:45:28	1385/1385	---M--	200	added ('OK')	image/gif	etag:%226bc107a-569-55e70a066e800%22	https://patwari.org/bd/guidedtour_files/image005.gif	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/guidedtour_files/image005.gif	(from https://patwari.org/bd/guidedtour.html)
13:45:28	385/385	---M-Z	200	added ('OK')	application/xml	etag:%226bc11f9-181-55e7074c57900-gzip%22	https://patwari.org/bd/Aradhana/AradhanaVideo_files/filelist.xml	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/AradhanaVideo_files/filelist.xml	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:45:28	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2008:17:03%20GMT	https://patwari.org/bd/Aradhana/AradhanaVideo_files/editdata.mso	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/AradhanaVideo_files/editdata.mso	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:45:29	3511/3511	---M--	200	added ('OK')	image/gif	etag:%226bc11f5-db7-55e709bcffac0%22	https://patwari.org/bd/Aradhana/AradhanaVideo_files/image001.gif	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/AradhanaVideo_files/image001.gif	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:45:29	1708/1708	---M--	200	added ('OK')	image/gif	etag:%226bc11f7-6ac-55e70ab02f880%22	https://patwari.org/bd/Aradhana/AradhanaVideo_files/image003.gif	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/AradhanaVideo_files/image003.gif	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:45:37	960278/960278	---M--	200	added ('OK')	video/x-ms-wmv	etag:%226bc1119-ea716-55e7097d1a400%22	https://patwari.org/bd/Aradhana/video/MahaAlankaraPreparation.wmv	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/video/MahaAlankaraPreparation.wmv	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:45:38	1454228/1454228	---M--	200	added ('OK')	video/x-ms-wmv	etag:%226bc111d-163094-55e708e7602c0%22	https://patwari.org/bd/Aradhana/video/AfterAlankara.wmv	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/video/AfterAlankara.wmv	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:45:39	19633608/19633608	---M--	200	added ('OK')	video/x-msvideo	etag:%226bc104a-12b95c8-55e707e9b2c40%22	https://patwari.org/bd/video/RayaraDarshana.avi	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/video/RayaraDarshana.avi	(from https://patwari.org/bd/AradhanaRayaraDarshana.html)
13:45:40	2115724/2115724	---M--	200	added ('OK')	video/x-ms-wmv	etag:%226bc111b-20488c-55e70a13c8780%22	https://patwari.org/bd/Aradhana/video/tunga.wmv	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/video/tunga.wmv	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:45:40	753738/753738	---M--	200	added ('OK')	video/x-ms-wmv	etag:%226bc1118-b804a-55e70a9ff9240%22	https://patwari.org/bd/Aradhana/video/Hanumantha.wmv	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/video/Hanumantha.wmv	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:45:41	1714/1714	---M--	200	added ('OK')	image/gif	etag:%226bc11f6-6b2-55e70a63e4480%22	https://patwari.org/bd/Aradhana/AradhanaVideo_files/image004.gif	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/AradhanaVideo_files/image004.gif	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:45:41	167/167	---M-Z	200	added ('OK')	application/xml	etag:%226bc0fc8-a7-55e7089ee57c0-gzip%22	https://patwari.org/bd/pushkar/PushkarVideo_files/filelist.xml	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/pushkar/PushkarVideo_files/filelist.xml	(from https://patwari.org/bd/pushkar/PushkarVideo.html)
13:45:41	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2008:17:16%20GMT	https://patwari.org/bd/pushkar/PushkarVideo_files/editdata.mso	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/pushkar/PushkarVideo_files/editdata.mso	(from https://patwari.org/bd/pushkar/PushkarVideo.html)
13:45:42	2557678/2557678	---M--	200	added ('OK')	video/x-ms-wmv	etag:%226bc111e-2706ee-55e709ba23400%22	https://patwari.org/bd/Aradhana/video/MahaMangalaruti-3.wmv	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/video/MahaMangalaruti-3.wmv	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:45:42	2363/2363	---M--	200	added ('OK')	image/gif	etag:%226bc0fc7-93b-55e70851a6180%22	https://patwari.org/bd/pushkar/PushkarVideo_files/image001.gif	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/pushkar/PushkarVideo_files/image001.gif	(from https://patwari.org/bd/pushkar/PushkarVideo.html)
13:45:42	36576/36576	---M-Z	200	added ('OK')	text/html	etag:%226bc0fa7-8ee0-62b9423b74ef1-gzip%22	https://patwari.org/bd/pushkar/PushkarArticles.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/pushkar/PushkarArticles.html	(from https://patwari.org/bd/pushkar/PushkarVideo.html)
13:45:42	2969308/2969308	---M--	200	added ('OK')	video/x-ms-wmv	etag:%226bc111a-2d4edc-55e70aa5b1fc0%22	https://patwari.org/bd/Aradhana/video/MahaMangalaruti-1.wmv	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/video/MahaMangalaruti-1.wmv	(from https://patwari.org/bd/Aradhana/AradhanaVideo.html)
13:52:00	36896613/36896613	---M--	200	added ('OK')	video/x-ms-wmv	etag:%226bc1049-232ff65-55e70a966fbc0%22	https://patwari.org/bd/video/RayaraDarshanaclip.wmv	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/video/RayaraDarshanaclip.wmv	(from https://patwari.org/bd/AradhanaRayaraDarshana.html)
14:00:45	16508/16508	---M-Z	200	added ('OK')	text/html	etag:%226bc120c-407c-62b9423bee464-gzip%22	https://patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_12.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_12.html	(from https://patwari.org/bd/Aradhana/AradhanaPictures.html)
14:00:46	9545/9545	---M--	200	added ('OK')	image/jpeg	etag:%226bc117d-2549-55e70a33411c0%22	https://patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_12_t.jpg	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_12_t.jpg	(from https://patwari.org/bd/Aradhana/AradhanaPictures.html)
14:00:46	16653/16653	---M-Z	200	added ('OK')	text/html	etag:%226bc11e4-410d-62b9423be53db-gzip%22	https://patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_13.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_13.html	(from https://patwari.org/bd/Aradhana/AradhanaPictures.html)
14:00:46	9100/9100	---M--	200	added ('OK')	image/jpeg	etag:%226bc117e-238c-55e70a42835c0%22	https://patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_13_t.jpg	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_13_t.jpg	(from https://patwari.org/bd/Aradhana/AradhanaPictures.html)
14:00:46	16766/16766	---M-Z	200	added ('OK')	text/html	etag:%226bc11e5-417e-62b9423be6b4b-gzip%22	https://patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_15.html	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_15.html	(from https://patwari.org/bd/Aradhana/AradhanaPictures.html)
14:00:47	8563/8563	---M--	200	added ('OK')	image/jpeg	etag:%226bc1207-2173-55e708c7e7880%22	https://patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_15_t.jpg	C:/My%20Web%20Sites/BICHALI/patwari.org/bd/Aradhana/Rayara%20Brindavana%20on%20the%20day%20of%20Madhya%20Aradhana_15_t.jpg	(from https://patwari.org/bd/Aradhana/AradhanaPictures.html)
